[23Apr2025 16:58:00.071] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--gameDir, ., --launchTarget, fmlserver, --fml.forgeVersion, 36.2.42, --fml.mcpVersion, 20210115.111550, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, nogui]
[23Apr2025 16:58:00.075] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 11.0.26 by Ubuntu
[23Apr2025 16:58:00.351] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[23Apr2025 16:58:00.413] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.4 Source=file:/workspaces/seriusly/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.4/mixin-0.8.4.jar Service=ModLauncher Env=SERVER
[23Apr2025 16:58:00.942] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 16:58:01.036] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 16:58:01.044] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 16:58:01.050] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 16:58:01.056] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 16:58:02.572] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'fmlserver' with arguments [--gameDir, ., nogui]
[23Apr2025 16:58:10.021] [modloading-worker-0/INFO] [Dungeon Crawl/]: Here we go! Launching Dungeon Crawl 2.3.12...
[23Apr2025 16:58:10.193] [modloading-worker-2/INFO] [me.treyruffy.betterf3.BetterF3Forge/]: [BetterF3] Starting...
[23Apr2025 16:58:10.193] [modloading-worker-2/WARN] [me.treyruffy.betterf3.BetterF3Forge/]: [BetterF3] Not supported on dedicated server!
[23Apr2025 16:58:10.253] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 36.2.42, for MC 1.16.5 with MCP 20210115.111550
[23Apr2025 16:58:10.256] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v36.2.42 Initialized
[23Apr2025 16:58:10.311] [modloading-worker-2/INFO] [expandability/]: ExpandAbility here, who dis?
[23Apr2025 16:58:33.529] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.cloud_in_a_bottle.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.529] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.cloud_in_a_bottle.sprint_jump_height_multiplier was corrected from null to its default, 1.5. 
[23Apr2025 16:58:33.529] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.cloud_in_a_bottle.sprint_jump_distance_multiplier was corrected from null to its default, 0.5. 
[23Apr2025 16:58:33.530] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.cross_necklace was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.530] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.cross_necklace.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.530] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.cross_necklace.invincibility_bonus was corrected from null to its default, 20. 
[23Apr2025 16:58:33.530] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.crystal_heart was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.530] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.crystal_heart.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.531] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.crystal_heart.health_bonus was corrected from null to its default, 10. 
[23Apr2025 16:58:33.531] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.digging_claws was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.531] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.digging_claws.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.531] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.digging_claws.mining_speed_bonus was corrected from null to its default, 3.2. 
[23Apr2025 16:58:33.531] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.digging_claws.harvest_level was corrected from null to its default, 2. 
[23Apr2025 16:58:33.532] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.digging_claws.tool_types was corrected from null to its default, [*]. 
[23Apr2025 16:58:33.532] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.eternal_steak was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.533] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.eternal_steak.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.533] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.eternal_steak.cooldown was corrected from null to its default, 300. 
[23Apr2025 16:58:33.533] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.eternal_steak.use_duration was corrected from null to its default, 24. 
[23Apr2025 16:58:33.533] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.everlasting_beef was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.533] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.everlasting_beef.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.534] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.everlasting_beef.cooldown was corrected from null to its default, 300. 
[23Apr2025 16:58:33.534] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.everlasting_beef.use_duration was corrected from null to its default, 24. 
[23Apr2025 16:58:33.534] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.feral_claws was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.534] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.feral_claws.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.534] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.feral_claws.attack_speed_bonus was corrected from null to its default, 0.75. 
[23Apr2025 16:58:33.534] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.fire_gauntlet was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.534] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.fire_gauntlet.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.536] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.fire_gauntlet.fire_duration was corrected from null to its default, 8. 
[23Apr2025 16:58:33.536] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.flame_pendant was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.536] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.flame_pendant.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.536] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.flame_pendant.strike_chance was corrected from null to its default, 0.4. 
[23Apr2025 16:58:33.536] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.flame_pendant.fire_duration was corrected from null to its default, 10. 
[23Apr2025 16:58:33.537] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.flippers was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.537] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.flippers.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.537] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.flippers.swim_speed_bonus was corrected from null to its default, 1.0. 
[23Apr2025 16:58:33.537] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.golden_hook was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.537] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.golden_hook.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.537] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.golden_hook.tracked_entities was corrected from null to its default, 25. 
[23Apr2025 16:58:33.538] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.golden_hook.maximum_kill_ratio was corrected from null to its default, 0.5. 
[23Apr2025 16:58:33.538] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.golden_hook.max_experience_multiplier was corrected from null to its default, 5.0. 
[23Apr2025 16:58:33.538] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.golden_hook.min_experience_multiplier was corrected from null to its default, 0.0. 
[23Apr2025 16:58:33.538] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.golden_hook.max_experience was corrected from null to its default, 50. 
[23Apr2025 16:58:33.538] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.helium_flamingo was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.539] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.helium_flamingo.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.539] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.helium_flamingo.max_flight_time was corrected from null to its default, 150. 
[23Apr2025 16:58:33.539] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.helium_flamingo.recharge_time was corrected from null to its default, 300. 
[23Apr2025 16:58:33.539] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.kitty_slippers was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.539] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.kitty_slippers.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.539] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.lucky_scarf was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.540] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.lucky_scarf.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.540] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.lucky_scarf.fortune_bonus was corrected from null to its default, 1. 
[23Apr2025 16:58:33.540] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.night_vision_goggles was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.540] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.night_vision_goggles.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.540] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.novelty_drinking_hat was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.541] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.novelty_drinking_hat.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.541] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.novelty_drinking_hat.drinking_duration_multiplier was corrected from null to its default, 0.25. 
[23Apr2025 16:58:33.541] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.novelty_drinking_hat.enable_fast_eating was corrected from null to its default, false. 
[23Apr2025 16:58:33.541] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.obsidian_skull was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.541] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.obsidian_skull.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.542] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.obsidian_skull.cooldown was corrected from null to its default, 1200. 
[23Apr2025 16:58:33.542] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.obsidian_skull.fire_resistance_duration was corrected from null to its default, 600. 
[23Apr2025 16:58:33.542] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.panic_necklace was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.542] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.panic_necklace.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.542] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.panic_necklace.speed_level was corrected from null to its default, 1. 
[23Apr2025 16:58:33.542] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.panic_necklace.speed_duration was corrected from null to its default, 160. 
[23Apr2025 16:58:33.543] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.plastic_drinking_hat was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.543] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.plastic_drinking_hat.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.543] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.plastic_drinking_hat.drinking_duration_multiplier was corrected from null to its default, 0.25. 
[23Apr2025 16:58:33.543] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.plastic_drinking_hat.enable_fast_eating was corrected from null to its default, false. 
[23Apr2025 16:58:33.543] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.pocket_piston was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.543] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.pocket_piston.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.544] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.pocket_piston.knockback_bonus was corrected from null to its default, 1.5. 
[23Apr2025 16:58:33.544] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.power_glove was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.544] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.power_glove.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.544] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.power_glove.attack_damage_bonus was corrected from null to its default, 4. 
[23Apr2025 16:58:33.545] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.running_shoes was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.545] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.running_shoes.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.545] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.running_shoes.speed_multiplier was corrected from null to its default, 0.4. 
[23Apr2025 16:58:33.545] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.scarf_of_invisibility was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.548] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.scarf_of_invisibility.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.548] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.shock_pendant was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.548] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.shock_pendant.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.548] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.shock_pendant.strike_chance was corrected from null to its default, 0.25. 
[23Apr2025 16:58:33.548] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.snorkel was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.549] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.snorkel.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.549] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.steadfast_spikes was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.549] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.steadfast_spikes.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.549] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.superstitious_hat was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.549] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.superstitious_hat.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.550] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.superstitious_hat.looting_bonus was corrected from null to its default, 1. 
[23Apr2025 16:58:33.550] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.thorn_pendant was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.550] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.thorn_pendant.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.550] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.thorn_pendant.strike_chance was corrected from null to its default, 0.5. 
[23Apr2025 16:58:33.553] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.thorn_pendant.min_damage was corrected from null to its default, 2. 
[23Apr2025 16:58:33.553] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.thorn_pendant.max_damage was corrected from null to its default, 6. 
[23Apr2025 16:58:33.553] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.umbrella was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.553] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.umbrella.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.553] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.umbrella.is_shield was corrected from null to its default, true. 
[23Apr2025 16:58:33.554] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.universal_attractor was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.554] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.universal_attractor.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.554] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.universal_attractor.range was corrected from null to its default, 5. 
[23Apr2025 16:58:33.554] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.universal_attractor.motionMultiplier was corrected from null to its default, 0.6. 
[23Apr2025 16:58:33.554] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.universal_attractor.cooldown was corrected from null to its default, 200. 
[23Apr2025 16:58:33.554] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.vampiric_glove was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.555] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.vampiric_glove.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.555] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.vampiric_glove.absorption_ratio was corrected from null to its default, 0.2. 
[23Apr2025 16:58:33.555] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.vampiric_glove.max_health_absorbed was corrected from null to its default, 6. 
[23Apr2025 16:58:33.555] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.villager_hat was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.558] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.villager_hat.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.558] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.villager_hat.reputation_bonus was corrected from null to its default, 100. 
[23Apr2025 16:58:33.558] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.whoopee_cushion was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 16:58:33.558] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.whoopee_cushion.durability was corrected from null to its default, 0. 
[23Apr2025 16:58:33.558] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key items.whoopee_cushion.flatulence was corrected from null to its default, 0.125. 
[23Apr2025 16:58:33.578] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Preparing level "world"
[23Apr2025 16:58:33.797] [Server thread/INFO] [voicechat/]: [voicechat] Successfully migrated config voicechat-server.toml
[23Apr2025 16:58:34.063] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Preparing start region for dimension minecraft:overworld
[23Apr2025 16:58:36.100] [Server thread/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 0%
[23Apr2025 16:58:36.104] [Server thread/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 0%
[23Apr2025 16:58:36.104] [Server thread/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 0%
[23Apr2025 16:58:36.104] [Server thread/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 0%
[23Apr2025 16:58:36.104] [Server thread/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 0%
[23Apr2025 16:58:36.618] [Server thread/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 45%
[23Apr2025 16:58:39.731] [Worker-Main-5/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 83%
[23Apr2025 16:58:39.732] [Worker-Main-4/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 83%
[23Apr2025 16:58:39.732] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 83%
[23Apr2025 16:58:39.733] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 83%
[23Apr2025 16:58:39.733] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 83%
[23Apr2025 16:58:39.733] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 83%
[23Apr2025 16:58:40.077] [Worker-Main-5/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:40.641] [Worker-Main-5/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:41.120] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:41.572] [Worker-Main-5/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:42.069] [Worker-Main-4/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:42.568] [Worker-Main-4/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:43.089] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:43.573] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:44.114] [Worker-Main-5/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:44.569] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:45.065] [Server thread/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 91%
[23Apr2025 16:58:45.565] [Server thread/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 93%
[23Apr2025 16:58:46.175] [Worker-Main-5/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 95%
[23Apr2025 16:58:46.578] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 96%
[23Apr2025 16:58:47.073] [Worker-Main-6/INFO] [net.minecraft.world.chunk.listener.LoggingChunkStatusListener/]: Preparing spawn area: 97%
